Date,Product,Region,Sales_Rep,Quantity,Unit_Price,Total_Sales
2023-06-24,Product C,East,David Wilson,3,371.03450229328956,1113.1035068798687
2023-12-10,Product E,East,Eva Brown,11,269.5258182472154,2964.7840007193695
2023-01-09,Product A,North,Carol Davis,47,214.99788883010862,10104.900775015105
2023-10-09,Product B,West,Alice Johnson,22,346.85775398436675,7630.870587656069
2023-04-15,Product A,South,David Wilson,41,214.88448389887512,8810.26383985388
2023-11-05,Product E,North,Bob Smith,19,124.19606211258073,2359.725180139034
2023-03-13,Product D,South,Carol Davis,29,17.349265184796973,503.1286903591122
2023-09-10,Product A,West,Carol Davis,28,256.24832729379136,7174.953164226158
2023-05-26,Product D,West,Bob Smith,32,145.74246994611593,4663.75903827571
2023-11-12,Product B,East,Bob Smith,22,448.35295794197623,9863.765074723477
2023-06-15,Product E,East,Carol Davis,3,474.049736290736,1422.149208872208
2023-05-23,Product C,South,Carol Davis,24,218.25118292036677,5238.028390088803
2023-04-11,Product D,Central,Alice Johnson,49,230.08261933878416,11274.048347600423
2023-10-20,Product A,West,Bob Smith,12,329.07671076437293,3948.920529172475
2023-02-13,Product C,South,David Wilson,44,296.09055098092756,13027.984243160812
2023-06-11,Product A,Central,David Wilson,26,86.3182952041096,2244.2756753068497
2023-04-19,Product B,East,Carol Davis,6,14.017177354171475,84.10306412502885
2023-08-31,Product B,East,Eva Brown,15,330.3446065156857,4955.1690977352855
2023-07-29,Product C,West,Bob Smith,10,261.09548668450327,2610.9548668450325
2023-11-07,Product B,East,Bob Smith,19,357.86720598278066,6799.476913672833
2023-06-05,Product C,Central,David Wilson,13,405.9969540218642,5277.960402284235
2023-11-02,Product D,East,David Wilson,22,52.60038473920454,1157.2084642625
2023-04-11,Product B,North,David Wilson,42,332.5590538788171,13967.480262910318
2023-05-10,Product C,West,Bob Smith,22,306.82214978589633,6750.087295289719
2023-03-08,Product D,West,David Wilson,35,235.15292968356093,8230.352538924633
2023-08-21,Product B,North,Alice Johnson,22,376.6214880136125,8285.672736299475
2023-04-01,Product C,Central,Bob Smith,44,151.85395390866262,6681.573971981155
2023-09-07,Product E,East,Bob Smith,19,424.16052349876253,8059.049946476488
2023-02-02,Product D,Central,David Wilson,37,451.3263812132279,16699.07610488943
2023-10-19,Product A,Central,Bob Smith,31,366.06852993652416,11348.124428032248
2023-10-13,Product D,West,David Wilson,49,115.22480618009513,5646.015502824661
2023-06-01,Product B,West,Carol Davis,13,84.95131659681442,1104.3671157585875
2023-03-15,Product D,North,David Wilson,2,49.19141657040985,98.3828331408197
2023-01-08,Product E,Central,David Wilson,35,215.19190533650092,7531.716686777532
2023-09-11,Product B,Central,Carol Davis,12,257.32234293637237,3087.8681152364684
2023-11-04,Product D,East,Eva Brown,3,466.46684020388005,1399.40052061164
2023-12-05,Product B,West,Eva Brown,17,95.05035063420547,1615.855960781493
2023-02-23,Product B,East,David Wilson,38,170.50748402184175,6479.284392829986
2023-10-31,Product E,West,Alice Johnson,26,299.28667294989174,7781.453496697185
2023-09-14,Product E,Central,Eva Brown,46,273.65309986006315,12588.042593562905
2023-02-16,Product E,East,David Wilson,6,71.92136955403251,431.52821732419505
2023-12-12,Product E,North,David Wilson,42,407.87093043599793,17130.579078311912
2023-04-26,Product B,Central,Eva Brown,29,287.557405692447,8339.164765080963
2023-10-06,Product E,South,Carol Davis,31,53.00872792048588,1643.2705655350624
2023-12-18,Product B,Central,Alice Johnson,32,78.9201362244967,2525.4443591838944
2023-08-12,Product D,West,Bob Smith,20,258.3173199517162,5166.346399034323
2023-01-01,Product B,Central,Eva Brown,19,251.41042185239144,4776.798015195437
2023-09-19,Product D,South,David Wilson,14,386.2518523316691,5407.525932643368
2023-10-23,Product B,West,Eva Brown,7,206.95644306145758,1448.695101430203
2023-06-04,Product D,North,Alice Johnson,44,52.35841905496528,2303.7704384184726
2023-01-07,Product C,Central,Bob Smith,16,328.64551729601874,5258.3282767363
2023-02-14,Product E,North,Eva Brown,12,331.153691433399,3973.844297200788
2023-06-15,Product B,Central,Eva Brown,40,460.8965231763942,18435.860927055768
2023-11-01,Product A,West,Eva Brown,34,284.3141465525671,9666.68098278728
2023-05-05,Product A,South,David Wilson,18,100.85179073531536,1815.3322332356765
2023-06-19,Product B,North,Eva Brown,10,460.8557685280881,4608.557685280881
2023-12-08,Product E,North,Alice Johnson,24,246.1002542523665,5906.406102056796
2023-02-15,Product E,East,David Wilson,46,314.79444483348453,14480.54446234029
2023-09-08,Product B,South,David Wilson,46,364.5686245013962,16770.156727064226
2023-03-26,Product C,West,Eva Brown,29,181.6159410202676,5266.862289587761
2023-11-29,Product D,South,Eva Brown,39,463.0790416485386,18060.082624293005
2023-02-28,Product C,East,Bob Smith,47,193.0474801591495,9073.231567480027
2023-05-21,Product A,Central,Bob Smith,25,26.746038630132833,668.6509657533209
2023-12-01,Product D,South,David Wilson,25,162.3767804776863,4059.419511942158
2023-11-08,Product D,South,Carol Davis,31,425.9077138601619,13203.139129665018
2023-08-19,Product D,North,Alice Johnson,8,293.5068208105454,2348.054566484363
2023-03-28,Product E,West,Alice Johnson,2,457.1662667831633,914.3325335663266
2023-09-08,Product D,West,Bob Smith,48,317.12407035540383,15221.955377059385
2023-01-30,Product E,West,Alice Johnson,38,493.34286905661554,18747.02902415139
2023-09-15,Product B,North,Alice Johnson,32,305.89821679483316,9788.742937434661
2023-01-13,Product C,West,Alice Johnson,31,421.2042480070538,13057.331688218668
2023-01-25,Product A,East,Alice Johnson,23,300.2959701452451,6906.807313340638
2023-10-06,Product D,East,David Wilson,13,121.43664707452935,1578.6764119688814
2023-08-14,Product B,West,Eva Brown,8,200.74053443643365,1605.9242754914692
2023-02-03,Product D,West,David Wilson,35,164.04867012305465,5741.703454306913
2023-12-09,Product E,East,Eva Brown,31,493.6703583629254,15303.781109250687
2023-03-25,Product A,Central,Bob Smith,7,389.00226873315626,2723.015881132094
2023-03-09,Product B,South,Eva Brown,42,428.05475953689404,17978.29990054955
2023-09-09,Product C,North,Carol Davis,25,389.82885497917914,9745.721374479479
2023-04-23,Product E,North,Carol Davis,23,67.05830680150859,1542.3410564346977
2023-08-09,Product A,Central,David Wilson,33,281.61807306099115,9293.396411012707
2023-04-10,Product D,Central,David Wilson,45,379.8875391651947,17094.939262433763
2023-08-05,Product B,East,David Wilson,31,194.26047764348667,6022.074806948087
2023-06-21,Product B,Central,Alice Johnson,35,133.569171091442,4674.92098820047
2023-06-28,Product E,West,David Wilson,16,57.328454422320796,917.2552707571327
2023-12-07,Product E,North,Eva Brown,32,457.6532255873205,14644.903218794256
2023-03-20,Product D,Central,Alice Johnson,15,318.71694299579474,4780.754144936921
2023-01-17,Product A,North,David Wilson,9,254.08354035015037,2286.7518631513535
2023-08-03,Product A,North,Alice Johnson,19,35.6154224133808,676.6930258542352
2023-09-26,Product C,East,Alice Johnson,30,29.048111538177757,871.4433461453327
2023-05-18,Product C,East,Carol Davis,28,247.64621944297477,6934.094144403293
2023-03-25,Product C,South,Carol Davis,34,286.5075216882168,9741.255737399371
2023-06-15,Product E,South,David Wilson,26,129.67451317839848,3371.5373426383608
2023-01-19,Product A,Central,David Wilson,42,362.5836225000631,15228.512145002649
2023-09-03,Product A,Central,David Wilson,10,492.4757409929495,4924.757409929495
2023-09-21,Product E,South,Bob Smith,48,233.5023323838503,11208.111954424814
2023-11-06,Product B,Central,David Wilson,36,495.93273589909563,17853.578492367444
2023-09-21,Product B,East,Bob Smith,14,498.613423198605,6980.58792478047
2023-05-23,Product A,Central,Bob Smith,32,121.89425094763534,3900.616030324331
2023-03-03,Product C,Central,David Wilson,16,257.1465451063957,4114.344721702331
2023-11-22,Product B,Central,David Wilson,47,188.67359559675364,8867.658993047422
2023-10-17,Product A,East,Eva Brown,37,62.373794789639675,2307.830407216668
2023-11-16,Product B,West,Alice Johnson,13,175.6052898278346,2282.86876776185
2023-04-06,Product E,South,Carol Davis,1,226.1469204081835,226.1469204081835
2023-04-28,Product E,West,Carol Davis,21,195.65467426297658,4108.748159522508
2023-05-04,Product B,Central,Bob Smith,24,438.17269236950415,10516.1446168681
2023-04-26,Product D,North,Carol Davis,23,264.63726926830566,6086.6571931710305
2023-06-11,Product D,East,Bob Smith,23,76.35523641073574,1756.170437446922
2023-01-02,Product A,Central,Alice Johnson,6,119.09812526112484,714.588751566749
2023-04-19,Product D,South,Eva Brown,12,274.61430420773695,3295.3716504928434
2023-04-22,Product A,East,David Wilson,19,325.50803146887296,6184.652597908586
2023-02-24,Product D,South,Eva Brown,30,219.77564917614842,6593.269475284453
2023-06-16,Product E,North,Eva Brown,11,213.73517041389968,2351.0868745528965
2023-12-12,Product D,North,Alice Johnson,4,375.6041793369347,1502.4167173477388
2023-11-04,Product B,West,Alice Johnson,43,333.87717211834115,14356.71840108867
2023-08-30,Product E,East,Bob Smith,40,208.40629899222355,8336.251959688941
2023-09-07,Product B,Central,Bob Smith,21,369.62098144097325,7762.040610260438
2023-04-05,Product A,Central,Eva Brown,2,276.64825681155725,553.2965136231145
2023-08-24,Product B,South,David Wilson,33,324.018526843644,10692.611385840251
2023-11-27,Product E,South,Eva Brown,25,333.1501284810463,8328.753212026157
2023-10-20,Product B,North,Bob Smith,14,386.89323606655785,5416.50530493181
2023-02-09,Product A,West,Carol Davis,29,145.72893104281087,4226.1390002415155
2023-04-17,Product A,Central,Eva Brown,36,142.74551939096688,5138.838698074807
2023-01-24,Product D,East,Alice Johnson,37,304.6662075663936,11272.649679956563
2023-08-06,Product C,Central,Carol Davis,1,103.83177086609314,103.83177086609314
2023-12-27,Product B,North,Bob Smith,9,363.23767733552785,3269.1390960197505
2023-04-25,Product E,Central,Alice Johnson,13,492.27795123280805,6399.613366026505
2023-02-16,Product D,West,David Wilson,10,406.7963790571713,4067.9637905717127
2023-05-06,Product C,West,David Wilson,48,342.4881972948987,16439.433470155138
2023-03-15,Product D,East,Alice Johnson,46,255.5486534044206,11755.238056603348
2023-03-27,Product C,East,David Wilson,5,281.88478932958697,1409.4239466479348
2023-12-21,Product C,East,Carol Davis,19,131.01197983929225,2489.2276169465526
2023-04-19,Product D,South,Carol Davis,4,270.73780650480353,1082.9512260192141
2023-11-08,Product D,East,Carol Davis,43,207.2796047866797,8913.023005827226
2023-03-11,Product D,East,Alice Johnson,25,243.21168659838483,6080.292164959621
2023-01-03,Product D,West,Carol Davis,42,400.7835292809841,16832.90822980133
2023-05-14,Product D,East,David Wilson,27,348.08253499191756,9398.228444781775
2023-08-28,Product B,Central,Carol Davis,47,354.9285945906371,16681.643945759944
2023-05-26,Product D,Central,Eva Brown,21,271.848926475279,5708.827455980859
2023-12-13,Product D,West,David Wilson,29,387.69911561551737,11243.274352850003
2023-04-25,Product B,West,Carol Davis,27,389.6806170691584,10521.376660867278
2023-08-03,Product E,East,Carol Davis,10,320.3089063431678,3203.089063431678
2023-05-08,Product C,East,Eva Brown,5,81.54828374013303,407.7414187006651
2023-01-14,Product B,South,Eva Brown,7,335.2151946738655,2346.5063627170584
2023-11-30,Product E,North,David Wilson,36,325.88942017541933,11732.019126315095
2023-09-30,Product D,Central,David Wilson,38,414.40742957249853,15747.482323754944
2023-11-14,Product A,South,Alice Johnson,36,325.40282561901057,11714.50172228438
2023-01-04,Product D,South,David Wilson,45,484.82843688825113,21817.2796599713
2023-09-12,Product B,North,Eva Brown,16,474.8654099371986,7597.8465589951775
2023-03-10,Product E,East,David Wilson,36,22.92797282271379,825.4070216176965
2023-06-08,Product E,East,Carol Davis,8,41.40144792599244,331.21158340793954
2023-07-09,Product B,South,David Wilson,22,90.71966435498479,1995.8326158096652
2023-04-17,Product D,Central,Carol Davis,1,190.24511875997248,190.24511875997248
2023-06-29,Product E,East,Alice Johnson,8,327.78173792633777,2622.253903410702
2023-01-27,Product D,South,Carol Davis,22,254.44768236540168,5597.849012038837
2023-01-05,Product B,East,Carol Davis,17,488.91083978104155,8311.484276277706
2023-04-25,Product B,North,Carol Davis,27,361.0733686946618,9748.980954755869
2023-07-04,Product E,Central,Eva Brown,32,95.3502521533282,3051.2080689065024
2023-03-11,Product B,East,David Wilson,29,443.26160239636613,12854.586469494618
2023-05-17,Product C,South,Carol Davis,27,378.67720232253896,10224.284462708552
2023-05-09,Product A,Central,Carol Davis,48,284.7980474709834,13670.306278607204
2023-04-14,Product A,South,David Wilson,9,419.38821626521514,3774.4939463869364
2023-12-30,Product B,North,Bob Smith,27,65.60208243744518,1771.2562258110197
2023-01-25,Product E,West,David Wilson,19,403.3127897259003,7662.943004792106
2023-03-07,Product E,South,David Wilson,48,320.02106028772135,15361.010893810624
2023-02-11,Product E,West,Bob Smith,12,350.70628531594843,4208.475423791381
2023-04-20,Product C,South,Eva Brown,36,24.443412540979352,879.9628514752567
2023-04-25,Product C,North,Alice Johnson,7,272.0876503217901,1904.6135522525306
2023-01-07,Product C,Central,Bob Smith,7,44.54742822844608,311.8319975991226
2023-09-11,Product E,North,Carol Davis,22,150.3193732647077,3307.0262118235696
2023-05-06,Product C,North,David Wilson,24,267.9945293892856,6431.868705342855
2023-07-30,Product B,East,Carol Davis,3,284.34761975261523,853.0428592578457
2023-03-22,Product B,North,Alice Johnson,21,36.59288084079306,768.4504976566542
2023-12-09,Product D,North,Alice Johnson,20,379.4294653762978,7588.5893075259555
2023-05-15,Product E,Central,Eva Brown,3,387.3643330451705,1162.0929991355115
2023-04-04,Product E,Central,Bob Smith,32,206.81003162454633,6617.921011985482
2023-01-25,Product E,West,Carol Davis,21,423.6626970303537,8896.916637637427
2023-11-10,Product D,South,Eva Brown,18,463.0847172628819,8335.524910731874
2023-02-26,Product A,East,Alice Johnson,48,155.21055767148457,7450.106768231259
2023-10-20,Product D,West,Bob Smith,14,44.059298009807264,616.8301721373017
2023-12-06,Product E,West,Alice Johnson,32,360.8708961755835,11547.868677618671
2023-06-30,Product D,North,David Wilson,8,316.85996315388616,2534.8797052310892
2023-05-30,Product C,West,Eva Brown,10,196.295549007837,1962.95549007837
2023-01-21,Product C,North,Alice Johnson,31,47.16726306835392,1462.1851551189716
2023-02-05,Product A,West,David Wilson,26,408.459252169386,10619.940556404035
